19,4,same,up,down
4.9,8.5,9.9,6,1
8.2,8.8,8.7,9,1
8.1,9,8.8,9.1,1
8.3,9,9,9.1,0
7.9,8.6,8.9,9.5,1
5.7,8.4,9.7,7.3,1
8.9,8.4,8.7,9.4,1
8.4,8.7,8.6,10,1
8.3,9.2,8.9,10,2
8.9,9.3,9.2,9.5,1
6,9,10,6.4,2
8.9,9.1,9,9.8,1
9.2,9.1,9.1,9.2,1
10,8.9,9.5,8.9,1
9.8,9.7,9.6,9,1
5.5,9.4,9.7,6.4,1
8.2,9.9,8.6,8.7,1
8.8,9.7,8.5,8.8,2
8.3,9,8.6,9.4,0
