2497,4,same,up,down
109.81,1579229,109.33,109.85,1
108.73,2424476,108.97,109.3,2
108.67,1657497,108.48,109.005,1
108.99,1656946,109.33,109.59,2
109.45,1796447,109.11,109.59,1
108.09,2363484,107.6,108.365,1
107.68,3691644,108.38,108.54,2
107.98,1692723,109.17,109.36,2
109.28,1712992,109.24,109.66,1
108.9,3924560,108.4,108.98,1
107.91,3635816,108.78,108.9205,2
109.09,2432005,109.01,109.46,1
109.57,2594976,109.54,109.6543,1
109.28,1827746,110.19,110.28,2
109.85,1775114,109.92,110,2
109.73,2340746,109.14,110.08,1
109.39,1469298,109.08,109.5,1
108.93,3909936,109.45,109.52,2
108.96,2005044,108.67,109.18,1
108.08,2656981,108.7,108.8,2
109.35,1490112,109.23,109.6301,1
109.4,1512264,109.24,109.69,1
108.85,1460817,108.66,108.978,1
108.69,3524844,109.04,109.425,2
109.12,2406034,108.87,109.149,1
108.61,2214145,108.2,108.71,1
108.23,2454253,108,108.43,1
107.77,1983803,108.13,108.54,2
108.13,2186632,107.27,108.41,1
107.39,2041213,107.03,107.7,1
107.05,11026330,107.34,107.41,2
107.25,2076296,107.73,108.67,2
108.23,1885608,107.59,108.39,1
106.87,3297509,106.6,106.9701,1
106.58,3164547,106.39,107.12,1
106.79,2816899,108.64,108.75,2
108.99,2198636,109.54,109.74,2
109.57,2084186,109.72,110.0853,2
109.76,1740658,109.49,110.02,1
108.85,2801034,109.03,109.1999,2
109.24,3662816,107.68,109.63,1
108,1754034,107.8,108.185,1
108.21,2706570,107.36,108.23,1
106.87,2073001,107.37,107.3999,2
107.47,3907553,106.47,107.505,1
106.14,3071330,106.43,106.4938,2
106.22,3543753,107,107.1,2
107.86,1816383,107.6,108.05,1
107.46,2798958,108.47,108.66,2
108.97,1752503,109.03,109.1,2
108.8,1949922,108.9,108.96,2
109.24,2615721,109.47,109.61,2
109.69,2681108,109.11,109.72,1
109.02,1825415,109.35,109.48,2
109.41,1741959,109.45,109.53,2
109.48,2652083,109.49,109.78,2
109.52,2856494,109.28,109.63,1
109.27,3033734,109.17,109.27,1
109.28,2402616,108.47,109.3201,1
108.67,2348979,108.39,108.88,1
108.7,2542592,108.42,108.749,1
108.64,4146990,108.37,108.76,1
108.47,3147665,108,108.48,1
107.96,4443139,107.47,107.99,1
106.93,2184558,106.67,107.19,1
106.88,1866282,106.5,107.035,1
105.8,1773849,105.99,106.35,2
106.33,2844451,106.88,107.175,2
106.65,3163473,105.94,106.72,1
105.49,3141740,105.44,106.14,1
105.86,3321977,104.9,105.87,1
104.26,4082805,103.49,104.33,1
103.1,4485467,103.67,104.51,2
104.52,2607177,103.7,104.6199,1
103.53,2826672,105.64,105.72,2
104.95,2709241,105.37,105.61,2
106.19,4106519,105.75,106.22,1
105.75,4571853,106.11,106.28,2
106.23,3582862,105.24,106.31,1
104.64,3119394,103.93,104.95,1
104.17,3186369,104.42,104.53,2
104.0199,2768909,102.61,104.11,1
102.66,5614581,104.05,104.26,2
103.71,3291594,103.04,103.79,1
104.28,2936211,105.33,106,2
104.52,3705861,105.55,105.55,2
105.27,3272406,106.32,106.35,2
106.15,2795995,105.21,106.24,1
104.31,3661449,104.09,104.45,1
103.08,4226047,104.4,104.5,2
104.1,5383515,105.35,105.55,2
105.92,5298337,106.49,106.72,2
106,2224372,107.19,107.39,2
107.06,4472640,107.42,107.46,2
107.59,3746482,107.36,107.705,1
107.36,3293476,107.31,107.63,1
107.04,1702637,107.35,107.35,2
107.01,4050508,107.24,107.24,2
106.77,5629624,106.66,106.78,1
106.91,3575627,106.61,107.25,1
106.47,5084217,105.56,106.47,1
104.01,4948821,102.25,104.21,1
101.83,7527385,102.03,104.01,2
102.59,4328145,103.75,104.18,2
103.34,3956467,104.22,104.7499,2
104.99,3340104,104.93,105.991,1
104.51,3507254,105.97,106.19,2
106.25,3044080,105.04,106.33,1
106.19,2070003,106.77,107.07,2
106.95,3314663,106.86,107.169,1
106.71,2417646,106.7,107.01,1
106.84,3299494,106.44,106.99,1
106.36,2450866,105.8,106.49,1
105.7,2754667,106.5,106.55,2
106.6,944071,106.95,107.01,2
106.98,1178321,106.77,107,1
106.74,2310741,106.92,107.069,2
106.76,3990822,106.65,106.77,1
106.37,3435550,106.85,106.94,2
105.81,1502527,105.07,105.834,1
105.51,1771103,105.65,105.72,2
105.78,1485999,105.24,105.97,1
105.16,1449630,105,105.3,1
105.17,2173866,105.23,105.325,2
105.16,1671120,105.32,105.56,2
105.18,1089767,104.81,105.3,1
105.2,1178039,105.17,105.24,1
105.1,2923269,104.88,105.1,1
104.78,1746276,104.71,104.8799,1
104.7,2096219,104.32,104.7,1
104.19,2580373,104.5,104.51,2
103.7,2584189,103.9,103.961,2
104.08,3672515,104.19,104.4599,2
104.02,3276261,104,104.2,1
102.8,2593381,101.88,103.07,1
102.17,2621164,102.46,102.68,2
102.32,2847530,101.44,102.33,1
101.01,2585921,100.85,101.105,1
101.15,2899616,100.58,101.18,1
100.45,4211561,100.27,101.0799,1
99.25,3905820,100.3,100.48,2
100.03,4004168,98.61,100.12,1
98.09,2487485,97.02,98.13,1
97.12,3855056,97.44,97.799,2
96.07,6326825,93.78,96.72,1
95.86,8265427,95.19,96.21,1
96.4,3913937,96.59,97.5,2
96.1,5351450,97.71,98.0099,2
97.66,3784866,98.85,99.34,2
98.89,3021854,100.75,100.92,2
100.97,3455736,99.35,101.0699,1
99.32,2151821,100.39,100.57,2
100.88,1758831,101.57,101.6144,2
101.08,2303772,100.7,101.27,1
99.96,3237194,99.86,100.31,1
99.91,3989787,101.11,101.34,2
101.24,2140433,101.86,102,2
101.72,2827796,101.02,101.84,1
101.9,2227437,101.29,102.1,1
101.08,3000908,102.43,102.52,2
102.69,2364260,101.98,102.75,1
102.3566,1965294,102.75,103.0967,2
103.02,2333099,103.75,103.8,2
103.98,1932966,104.59,104.59,2
104.18,1829160,104.02,104.23,1
103.65,2085218,103.7,104.16,2
103.54,1242455,102.55,103.69,1
102.81,3846239,103.1,103.24,2
103.08,2477228,103.69,103.69,2
103.75,1617304,103.15,103.76,1
103.56,1290855,103.23,103.6,1
103.17,1296103,103.77,103.84,2
103.9,1416202,103.97,104.16,2
104.11,1490403,103.59,104.12,1
103.63,1591152,104.01,104.389,2
103.85,1523948,104.39,104.44,2
103.96,1738160,104.04,104.269,2
103.88,1736981,103.75,103.93,1
103.57,1429343,103.28,103.65,1
103.68,1154488,103.81,103.87,2
103.74,1464848,103.65,103.9595,1
103.55,1216719,103.6,103.75,2
103.01,1746399,103.12,103.26,2
103.16,1591271,103,103.3066,1
102.93,2929799,102.5,103.03,1
102.69,1896845,102.41,102.76,1
102.18,2718599,101.86,102.22,1
101.27,3760319,101.62,101.74,2
101.26,1850375,100.93,101.26,1
100.82,1208176,100.52,100.8999,1
100.11,1375270,100.17,100.49,2
100.29,1979483,100.32,100.7435,2
99.93,1566747,98.96,99.97,1
98.79,3313507,99.82,99.88,2
99.31,1763235,98.82,99.7799,1
99.29,2856370,99.7,100.13,2
100.17,3320066,99.74,100.3752,1
99.49,5157075,99.55,100.14,2
99.74,2938488,101.12,101.28,2
101.81,1552917,102.12,102.26,2
101.74,1090872,102.29,102.48,2
102.11,1189382,102.18,102.2757,2
102.14,1139701,102.37,102.42,2
102.68,925987,102.84,102.92,2
102.66,736525,102.58,102.78,1
102.42,1198160,102.29,102.6301,1
101.9,1434685,101.83,102.38,1
102.14,996222,101.34,102.24,1
101.05,1980424,101.88,102.28,2
102.23,1933103,102.36,102.4799,2
101.97,2591150,102.3,102.499,2
102.23,1060299,102.3,102.4143,2
101.74,1252751,101.63,101.79,1
101.65,1564137,101.03,101.95,1
102.1,1866593,101.91,102.16,1
101.66,2130067,102.34,102.34,2
102.44,2198413,102.8,102.81,2
102.98,987059,102.74,103,1
102.44,1504285,102.53,102.63,2
102.5,1818541,102.07,102.82,1
101.77,1600811,101.55,101.91,1
101.73,1378823,101.22,101.75,1
101.46,1423897,101.53,101.53,2
101.52,1379221,100.82,101.6,1
101.009,1613367,101.54,102.0699,2
102.14,1308572,102.19,102.25,2
102.17,1952843,102.2,102.2,2
101.93,2130674,101.9,102,1
101.81,1326213,101.08,101.84,1
101.06,1089731,100.56,101.1957,1
100.7,2778042,100.45,100.89,1
100.62,2099287,100.45,100.69,1
100.29,2197024,100.88,100.93,2
101.01,2068825,101.06,101.1175,2
101.35,1569764,101.21,101.35,1
101.37,1683365,101.2,101.67,1
101.2,1929346,100.99,101.25,1
100.68,1797410,100.02,100.76,1
99.87,1754136,99.38,99.97,1
99.66,941969,99.45,99.72,1
99.7,2762567,99.8,99.84,2
99.58,1444469,99.44,99.68,1
99.56,1319659,99.26,99.56,1
99.03,1383043,99.16,99.26,2
99.14,1458804,98.83,99.16,1
98.49,1171891,98.1,98.51,1
97.98,962381,97.69,98.19,1
97.65,1286446,97.23,97.72,1
96.9,1858833,97.52,97.62,2
97.63,1209663,96.94,97.68,1
97.18,1149816,96.92,97.19,1
96.77,2149169,97.36,97.4302,2
97.67,1387462,98.14,98.19,2
98.21,1526629,98.4,98.57,2
98.27,1846751,97.61,98.3,1
97.17,1636885,96.93,97.17,1
96.93,1863461,97.09,97.8,2
97.19,1644124,97.03,97.21,1
96.74,1335358,97.4,97.49,2
97.64,1300867,97,97.7,1
97.48,1687944,97.59,98.03,2
97.56,1776279,97.41,97.84,1
97.53,1423873,97.17,97.5568,1
97.17,3062478,97,97.3,1
96.69,2046023,96.9,97.22,2
96.55,1927679,97.19,97.25,2
97.5,1471378,97.84,97.8993,2
97.37,1798378,97.62,97.68,2
97.62,2442358,97.26,97.905,1
97.12,3042964,96.78,97.12,1
96.73,2241079,96.42,96.97,1
96.54,4498548,96.21,96.55,1
95.54,3339352,95.13,95.6,1
94.89,3248564,95.02,95.2,2
94.25,3380149,94.66,95.31,2
95.19,3283008,97.3,97.35,2
97.33,1975302,96.5,97.33,1
96.18,3728171,95.76,96.38,1
95.76,5302538,96.6,96.8099,2
96.92,3026799,98.84,98.85,2
98.27,2169733,98.72,98.74,2
98.54,2855341,98.46,98.66,1
98.23,3881721,97.89,98.27,1
97.47,2978396,97.1,97.58,1
96.52,1533230,96.37,97.09,1
96.09,2635139,96.09,96.5,0
96.29,2895955,97.52,97.65,2
97.1,1740903,97.2,97.58,2
97.18,3922560,98.11,98.2,2
97.75,2821676,98.57,98.6932,2
98.11,1466920,97.39,98.1899,1
97.62,2705225,98.21,98.28,2
98.18,3673343,97.65,98.28,1
97.35,2735794,97.09,97.658,1
96.58,2892350,96.51,97.07,1
96.7,3479677,98.18,98.266,2
97.83,2225616,97.36,97.86,1
97.76,3718521,98.5,98.63,2
98.31,2586580,98.32,98.396,2
98.38,2312070,98.84,98.85,2
98.41,2084499,98.54,98.65,2
98.23,1855310,98.26,98.38,2
98.21,3105345,97.93,98.35,1
96.69,2743391,96.57,96.88,1
97.4,2302777,97.17,97.86,1
97.22,1593974,96.63,97.22,1
96.71,1934625,96.83,97.1,2
96.61,2427339,96.77,97.01,2
96.65,2357609,96.38,97.27,1
96.1,1952033,96.39,96.53,2
96.18,2657593,95.65,96.33,1
95.54,2320600,95.97,96.5,2
96.18,3006391,96.06,96.27,1
95.9,2244504,95.4,96.05,1
95.44,2726441,94.145,95.5193,1
94.86,3128653,94.91,95.21,2
94.73,4287867,93.99,94.95,1
93.66,3419786,93.62,93.74,1
93.55,3541428,92.94,93.61,1
92.36,3237312,91.49,92.37,1
91.25,3407334,91.02,91.44,1
91.39,3427235,91.2,91.63,1
90.7,6568077,92.84,93.047,2
92.88,4099576,92.44,93.55,1
93.49,2540836,93.23,93.7799,1
92.41,4720196,92.67,93.08,2
93.37,10136030,92.89,93.47,1
92.72,6664633,93.32,93.6,2
93.32,7276719,94.77,94.89,2
95.38,3223541,95.77,95.85,2
96.21,1860283,96.27,96.299,2
96.03,5557207,96.36,96.36,2
95.71,2716318,96,96.13,2
96.08,3058195,96.05,96.1199,1
96.15,2525070,95.94,96.29,1
95.67,2660499,94.93,95.7284,1
94.63,4322221,95.75,95.88,2
95.84,2903689,95.78,95.87,1
95.57,3440502,95.83,95.83,2
95.49,3783101,95.44,95.62,1
95.42,2617173,95.19,95.585,1
94.81,3169428,95.5,95.56,2
95.06,3206257,95.29,95.44,2
95.08,3728195,95.76,95.76,2
95.92,4570261,95.72,96,1
95.57,3159940,95.6,95.6599,2
95.54,2370445,95.73,95.92,2
95.6,2940533,95.4,95.64,1
95.15,1362122,94.99,95.21,1
94.89,3094955,94.84,94.95,1
94.33,6210232,93.86,94.53,1
94.2,6352584,94.13,94.24,1
94.33,4089708,93.03,94.34,1
92.83,3374177,93.24,93.24,2
93.11,3207498,92.94,93.34,1
92.46,3605683,92.69,92.72,2
92.43,3587024,92.56,92.759,2
92.6,3887945,93.88,93.88,2
93.76,2403230,93.93,94.15,2
94.07,2121088,94.25,94.2799,2
93.86,2071554,93.8,93.97,1
92.9,2185366,93.14,93.26,2
93.17,2300829,92.97,93.62,1
93.3,2129126,93.4,93.5899,2
93.66,3209499,94.06,94.18,2
93.86,934611,94.07,94.34,2
93.99,1480838,93.93,94.04,1
93.72,1355109,93.63,94.01,1
93.63,1719504,93.96,93.969,2
93.73,2687293,93.39,93.7499,1
93.27,2720658,92.77,93.33,1
92.44,1931365,92.89,93.18,2
92.73,1828706,92.98,93.22,2
93,3123311,93.72,93.72,2
93.44,1623907,93.03,93.44,1
93.03,1971113,92.74,93.09,1
92.59,1837787,91.38,92.6,1
91.81,2067931,91.76,91.95,1
91.95,1729480,91.79,92.07,1
91.89,2637769,90.75,91.89,1
90.68,2876240,92.19,92.19,2
91.9,2654946,92.08,92.24,2
91.66,2301321,91.7,91.86,2
91.925,3443708,91.81,91.97,1
91.51,2477587,91.44,91.79,1
91.385,2937881,91.59,91.948,2
91.66,2641225,92.35,92.4,2
92.2,1454409,91.95,92.2,1
91.74,1711880,91.65,91.85,1
91.67,2038060,91.57,91.67,1
91.34,1713387,91.25,91.39,1
90.99,2779453,91.17,91.2185,2
91.42,3757625,91.22,91.73,1
90.9,2461638,91,91.14,2
90.95,2996594,90.71,90.98,1
90.31,4777319,89.35,90.3462,1
89.65,2427701,88.99,89.67,1
88.41,2603064,88.89,89.15,2
89.09,1851366,88.12,89.1339,1
88.7,3132734,87.98,88.7254,1
88.08,4036892,87.08,88.12,1
86.14,3786690,86.38,86.5099,2
86.2,3431779,87.25,87.4313,2
87.36,1598512,87.45,87.86,2
88.15,2509787,87.57,88.24,1
87.51,8263253,88.04,88.157,2
88.26,2014438,87.91,88.31,1
88.41,3075670,87.74,88.48,1
87.65,2522110,87.38,87.88,1
88.06,1938846,87.99,88.148,1
88.41,1209964,88.22,88.658,1
88.07,1345342,88.34,88.5,2
88.23,1613250,88.24,88.76,2
88.37,2586467,88.51,88.6799,2
89.2,1673322,89.89,90,2
89.8,2644450,90.07,90.232,2
89.94,2702732,88.92,90.12,1
88.9,1656788,88.54,88.9,1
88.43,2525666,88.93,89,2
87.92,1793260,87.87,88,1
87.74,1124595,88.03,88.12,2
88.01,1573240,87.7,88.02,1
87.78,3454854,87.66,87.78,1
87.1,1811126,86.43,87.1261,1
86.13,1807564,86.4,86.64,2
86.06,1511229,86.01,86.272,1
85.96,2610809,85.27,86.08,1
85.2,1807173,85.77,85.9174,2
84.77,2437688,85.44,85.45,2
85.27,1291291,84.88,85.68,1
85.04,1444073,84.72,85.34,1
84.73,2187911,85.37,85.6543,2
86.26,1980613,86.59,86.86,2
86.48,1268711,86.41,86.56,1
86.12,2065058,85.55,86.28,1
85.36,3102555,85.63,86.09,2
85.86,2047454,85.43,86.14,1
85.3,2112167,85.65,86.06,2
85.88,4926404,86.08,86.344,2
86.16,2729740,86.82,86.82,2
87.46,1369533,87.9,88,2
87.92,1298176,87.92,88.04,0
87.73,1102109,87.39,87.83,1
87.79,2519723,87.9,88.17,2
88.01,2251221,88.09,88.18,2
87.65,1542688,87.66,87.7832,2
88,1587747,88.51,88.54,2
88.58,1167319,88.51,88.6884,1
88.57,2224435,88.43,88.62,1
88.53,2421686,88.1,88.6,1
87.42,2211363,87.43,88,2
87.33,1379364,87.54,87.619,2
87.24,1681843,87.42,87.57,2
87.54,1845100,87.23,87.57,1
87.53,1781783,87,87.57,1
87.21,2991510,87.95,87.9899,2
87.56,1915037,87.93,88,2
87.72,2120978,87.69,87.82,1
87.53,1604279,87.2,87.53,1
87.4,2100027,87.09,87.588,1
86.91,1718620,87.01,87.13,2
86.63,1637833,87.07,87.1,2
87.02,2340161,86.91,87.11,1
86.69,2141330,86.54,86.83,1
86.61,3560220,86.43,86.64,1
85.37,4399483,85.295,85.63,1
