2497,,same,up,down
67.32,167956,67,67.419,1
66.28,260580.3,66.79,66.84,2
65.97,171209.4,66.14,66.3,2
65.22,384691.2,66.15,66.4,2
66.37,479771.3,65.29,66.7424,1
67.08,162216.8,67.07,67.3,1
67.49,215011.1,66.71,67.72,1
67.04,223984.7,67.65,67.65,2
68.35,156639.1,68.36,68.56,2
68.45,112368,67.96,68.67,1
67.84,156427.6,68.7,68.81,2
68.46,272470.4,68.94,68.9599,2
68.92,129904.7,68.36,68.995,1
67.69,159158.2,67.48,68.03,1
67.55,142950.6,68.94,68.99,2
68.71,160775.1,68.65,68.82,1
68.3375,137901.7,67.82,68.35,1
67.49,447205.6,67.35,67.76,1
67.48,343037.6,67.98,68.14,2
68.05,317833.6,68.78,69.132,2
69.54,176153.5,69.5,69.63,1
69.41,205434.3,68.96,69.5,1
69.16,192584.9,68.96,69.24,1
68.71,159839,68.72,68.834,2
68.93,155408.5,68.76,68.98,1
68.75,155979.3,68.09,68.82,1
68.3,190437,67.88,68.37,1
68.225,211088.9,68.23,68.4099,2
68.4,162186.1,68.16,68.42,1
68.06,135922.9,67.81,68.28,1
67.61,134399.9,67.5,67.65,1
67.42,180711.6,67.21,67.5,1
67.27,168887.8,67.2,67.4699,1
67.35,235521.6,66.72,67.48,1
66.26,125516.5,65.92,66.38,1
65.83,208802.4,67.11,67.18,2
67.03,109681.8,66.86,67.13,1
66.83,139607.7,66.59,66.97,1
66.45,115746.8,66.23,66.45,1
66.41,214910.5,66,66.49,1
66.04,134190.9,66.3,66.4501,2
65.93,185769.8,65.95,66.1,2
66.13,156656.8,66.89,66.91,2
66.93,128866.7,66.74,66.95,1
66.76,129263.3,66.25,66.77,1
66.33,146884.4,66.44,66.48,2
66.43,401581.6,66.26,66.46,1
65.84,109068.7,65.82,65.97,1
65.58,182999.2,65.32,65.67,1
65.53,294375.1,65.79,65.92,2
65.68,431801.7,65.91,65.96,2
65.83,517069.2,65.3,65.86,1
65.47,147487.7,65.82,65.86,2
65.6,146504.7,65.36,65.88,1
64.93,517075.4,64.82,65,1
64.96,576764.6,64.95,65.118,1
65.04,647235.5,65.08,65.16,2
64.94,71528.6,65,65.03,2
64.88,278985.8,64.65,64.929,1
64.84,142401.9,64.9,64.9799,2
64.93,209752.9,64.81,65.02,1
65.03,137033.8,64.91,65.14,1
64.64,173894.7,64.69,64.8,2
64.475,1730938,64.35,64.58,1
64.351,1103989,64.04,64.41,1
63.97,1690124,64.2,64.46,2
64.25,1362162,64.35,64.56,2
64.23,947245.9,64.49,64.57,2
64.21,207987.9,64.03,64.25,1
63.8,147856.1,63.96,63.96,2
63.57,93736.8,63.52,63.68,1
63.39,203719.3,63.94,64.02,2
63.32,113219.4,63.26,63.46,1
63.34,154970.3,62.92,63.4281,1
63.14,166131.9,62.42,63.16,1
62.34,161150.2,61.92,62.45,1
61.03,240068.5,60.8,61.39,1
61.41,137273.6,61.09,61.54,1
61.5,35187.4,61.42,61.73,1
61.92,92456.5,61.35,61.92,1
60.94,148102.1,61.14,61.2,2
61.82,243179.6,61.52,61.82,1
61.81,320573.7,61.57,61.84,1
61.565,230489.3,61.29,61.78,1
60.71,110128.9,60.61,60.9199,1
60.61,211879.8,61.23,61.31,2
61.59,80482,61.87,62.12,2
61.68,121972.8,62,62.3,2
62.47,94784.9,62.13,62.5672,1
62.64,89712.3,62.32,62.65,1
62.37,100179.5,63,63.1,2
62.86,100567.5,62.75,62.91,1
62.94,162382.1,62.74,63.03,1
62.66,167651.6,62.19,62.68,1
61.46,144472.3,61.35,61.4832,1
61.21,100393.5,61.21,61.34,0
60.73,108395.6,61.04,61.3401,2
60.72,166569.3,60.59,60.8,1
60.64,189689.3,60.95,61.02,2
60.64,222886.8,60.37,60.68,1
60.76,90540.8,60.43,60.8592,1
60.77,186584.9,60.93,61.3,2
60.57,79228.5,60.53,60.6,1
60.39,239316.1,60.61,60.9,2
60.29,166548.3,59.77,60.58,1
59.69,305358.2,59.95,60.318,2
60.57,281178,60.29,60.71,1
60.24,193439.1,60.5,60.64,2
60.19,161519.1,60.34,60.42,2
60.35,161198.6,60.17,60.68,1
59.88,150392.3,59.54,60.03,1
59.67,104011.2,59.76,59.82,2
59.58,114500.6,59.26,59.7428,1
59.181,115738.1,59.48,59.5072,2
59.26,131213.7,59.3,59.459,2
59.32,202310.7,58.65,59.46,1
58.11,430423.2,58.51,58.75,2
58.63,323541.9,58.85,58.88,2
58.37,263677.4,58.87,59.2,2
58.5,184237.1,58.47,58.72,1
58.598,313201.6,58.34,58.72,1
58.27,190300.8,58.61,58.6599,2
58.52,237766.5,57.98,58.55,1
57.6,374972.5,57.61,58.24,2
58.1,407623.3,58.27,58.64,2
58.41,298339,58.57,58.86,2
58.55,128937.8,57.85,58.65,1
57.6,156367.2,57.89,57.9,2
57.57,101142.9,57.42,57.6175,1
57.59,151362.5,57.19,57.67,1
57.4,126284.7,57.3,57.72,1
57.41,116749.6,57.28,57.49,1
56.69,70672,56.57,56.78,1
56.45,143325.2,56.78,56.9,2
56.17,115521.9,55.95,56.4,1
55.88,175939,56.28,56.31,2
56.49,195683.8,56.32,56.58,1
55.75,139973.5,55.29,55.78,1
55.17,283546.1,54.25,55.25,1
53.6,179395.9,53.34,53.9,1
53.585,181479.9,54.28,54.42,2
54.38,124012.5,53.83,54.42,1
53.46,152237.2,54.08,54.23,2
53.79,218231,53.22,54.03,1
53.62,147403.1,53.84,54.03,2
54.4,84160.5,54.96,55.2161,2
54.69,110068.4,54.66,54.74,1
54.88,187151.8,55.52,55.7,2
55.86,133670.2,55.64,56.14,1
55.73,237488.8,55.46,56.12,1
54.95,147111.1,54.55,55.16,1
55,187914.5,54.97,55.33,1
55.21,279998.8,54.71,55.385,1
55.52,194714.6,56.22,56.26,2
57.21,236896,56.99,57.49,1
57.57,177361.4,57.57,57.655,0
57.27,337442.1,56.91,57.32,1
57.48,102282.1,57.24,57.51,1
57.6,152687,57.36,57.62,1
57.15,136002.2,57.35,57.45,2
57.46,162295.6,57.16,57.55,1
56.25,153996.8,55.66,56.49,1
56.19,110809.2,56.88,56.97,2
56.48,148641.6,56.79,56.96,2
56.88,208319.9,57.37,57.38,2
56.95,220471.9,56.46,57.0101,1
56.26,148307,55.64,56.33,1
55.69,163747.7,55.1,55.91,1
54.48,282606.7,55.56,55.56,2
55.17,101000.3,53.85,55.21,1
54.54,119008.6,54.46,54.67,1
54.23,158538.4,55.54,55.55,2
55.85,144884.7,55.85,55.99,0
55.8,162398.1,55.7,56.06,1
55.81,158215.9,55.54,56.03,1
54.91,157006.8,54.86,55.13,1
54.89,95397.3,54.53,54.93,1
54.47,121394.1,54.42,54.57,1
53.94,227902.7,52.37,53.9885,1
52.24,245194,52.78,53.1416,2
52.08,375075.8,52.55,52.69,2
52.33,467838.7,52.5,52.725,2
52.56,239411.2,53.03,53.5,2
53.14,321020.8,54.08,54.15,2
54.865,158520.7,55.1,55.33,2
55.05,205293.7,54.93,55.288,1
54.77,181584.4,55.44,55.48,2
55.92,166110.7,56.19,56.38,2
56.14,152352.2,57.17,57.41,2
57.12,149946.2,58.08,58.13,2
57.34,413905.2,57.42,57.55,2
57.3,205059.7,57.38,57.45,2
57.2,222181,57,57.5,1
57.26,228540.5,56.35,57.3337,1
56,243816.7,56.45,56.8299,2
55.99,208952.7,55.17,56.02,1
55.65,206588.1,54.93,55.69,1
53.99,300928.1,54.6,55.179,2
54.24,328148.2,53.87,54.36,1
53.78,188011.4,54.78,54.9781,2
54.669,194002.8,55.55,55.93,2
56.66,194348.9,56.53,56.8,1
56.36,296213.7,55.25,56.38,1
54.93,189945.2,55.43,56.28,2
56.09,153450.7,56.66,56.66,2
56.695,210109.4,55.88,56.7,1
54.78,174282.9,55.45,55.97,2
55.01,489523.6,53.7,55.057,1
55.01,156439.4,55.39,55.85,2
55.71,368215.4,53.99,55.85,1
54.91,471056.1,55.87,56.09,2
57.13,230086,57.17,57.72,2
57.545,296776.4,58.84,59.02,2
58.37,183867.9,58.44,58.6874,2
58.33,199730,58.97,59.06,2
59.4,128965.7,60.03,60.3,2
60.12,139391.9,59.41,60.1983,1
59.17,216409.8,58.73,59.92,1
59.22,408080.3,59.14,59.5,1
56.62,541664.7,57.67,58.1,2
57.708,615080,59.46,59.82,2
59.72,272818.5,59.62,60.27,1
60.21,265792.6,61.02,61.02,2
61.71,105786.9,61.15,61.82,1
60.89,189244.6,61.99,62.05,2
61.95,134702.6,61.59,62.07,1
61.15,187638.1,61.07,61.33,1
60.75,255527.9,61.95,62.2,2
62.25,170165.8,62.55,62.65,2
62.47,138422.7,62.02,62.49,1
62.05,126022.5,61.4,62.0985,1
61.75,127103.7,61.85,61.98,2
61.8,100485.8,61.6,61.83,1
61.22,131173,60.88,61.27,1
61.06,208687.3,61.81,61.91,2
62.03,112044.7,61.9,62.15,1
61.95,101113.9,61.44,61.95,1
61.2,118406.8,61.12,61.29,1
61.14,127690.4,61.14,61.27,0
61,158545.7,60.76,61.05,1
60.59,133581,60.19,60.7,1
60.446,134829.9,60.69,60.79,2
60.77,133193.5,60.46,60.87,1
60.6,145829.7,60.26,60.609,1
60.02,133956.4,60.01,60.2299,1
59.59,134590.8,59.59,59.88,0
59.77,192741.4,59.85,60,2
59.74,243414.9,59.65,59.835,1
59.39,120627.3,59.49,59.7805,2
59.4,243692,59.93,60.17,2
59.74,156899,59.9,60.0499,2
60.09,229847.4,59.76,60.13,1
59.67,164305.4,58.91,59.74,1
59.25,201030.1,59.83,59.83,2
59.64,271461.2,59.74,59.8,2
59.71,202282.7,59.53,59.93,1
59.33,104775.5,58.98,59.3901,1
58.85,162480.6,58.81,58.9,1
58.87,122753.4,59.14,59.15,2
58.87,239161.6,58.44,58.88,1
58.65,194956.9,58.41,58.78,1
58.34,473685.3,58.05,58.61,1
58.22,202749.7,58.22,58.35,0
58.21,269909.7,57.74,58.2267,1
57.3,163659.6,57.28,57.4,1
57.15,161679.8,57.28,57.518,2
57.08,198883.5,57.17,57.37,2
56.9,158006.9,56.49,56.94,1
56.23,127256.5,56.22,56.41,1
56.23,295604.2,55.46,56.24,1
56.25,168902.5,55.93,56.34,1
55.75,214462.9,56.31,56.48,2
56.43,304947.8,56.71,56.72,2
56.52,186294.1,56.15,56.67,1
56.32,153733,55.94,56.435,1
56,193598.4,55.99,56.08,1
55.69,118641,55.24,55.7687,1
54.77,218902.6,54.22,54.81,1
54.77,130228.2,54.07,54.8399,1
54.19,134071,54.2,54.46,2
54.27,219141,54.16,54.7,1
53.56,149428.7,54.02,54.3,2
53.98,541614.5,53.88,54.07,1
53.89,302961.7,55.17,55.18,2
55.62,135251.3,55.67,55.92,2
55.9,256546.2,55.34,56.03,1
55.19,213248.2,54.72,55.238,1
54.36,242173.2,55.24,55.65,2
55.01,223501.2,55.89,55.89,2
55.67,207764.1,55.3,55.75,1
55.4,170272.5,55.45,55.9899,2
55.65,278103.2,55.88,55.965,2
55.41,442127,56.4,56.6,2
56.66,435066,57.72,57.91,2
57.72,275504.5,57.9,57.9,2
58.26,254662.6,57.55,58.29,1
57.5,278582.4,58.1,58.15,2
58.16,166701.4,58.02,58.275,1
58.06,182515.7,57.71,58.18,1
57.52,173002.6,57.75,57.82,2
58.12,188301.3,58.3,58.35,2
58.04,164991.9,57.7,58.0461,1
57.85,165663.9,57.55,57.889,1
57.61,212020.6,57.5,57.715,1
57.53,159764.3,57.34,57.54,1
57.31,225146.1,56.86,57.3799,1
56.37,132193.9,57.02,57.05,2
56.93,159225.4,56.78,57,1
56.95,152692.1,57.25,57.25,2
57.05,174230.6,57.22,57.22,2
56.98,60738.9,56.79,57,1
56.69,129718.5,56.65,56.74,1
56.5,358129.5,56.38,56.59,1
56.57,318976.3,56.28,56.75,1
56.02,211301,55.95,56.03,1
55.68,184569.8,55.9,56.015,2
56.315,190646.6,56.45,56.6,2
56.17,164123.3,56.27,56.46,2
56.41,128363.6,56.37,56.45,1
55.99,129148.2,55.89,56.06,1
55.71,94056.4,55.75,55.97,2
55.43,143345.7,55.23,55.51,1
55.25,132055.1,55.43,55.575,2
55.83,123320.4,55.88,56.15,2
55.9,248971.1,56.3,56.5497,2
55.49,134980.2,56.11,56.43,2
55.99,129368.4,55.89,56.33,1
55.83,195824.8,55.68,56.03,1
55.15,274612.2,55,55.258,1
55.01,86503.8,54.41,55.4164,1
55.95,140789.6,55.84,55.99,1
55.73,245276.4,55.81,55.81,2
55.69,175315.7,55.68,56.12,1
55.04,110905,54.94,55.15,1
55.21,189870.5,55.57,55.62,2
56.01,153008,56.05,56.12,2
56.05,166604.8,55.87,56.1,1
55.99,248578.2,55.57,56.22,1
55.16,178872.5,55,55.36,1
54.84,176773.5,55.39,55.67,2
55.46,196717,55.5,55.81,2
55.18,183717.2,55.03,55.35,1
55.16,183039,54.44,55.16,1
53.95,194654.2,53.56,54.14,1
53.81,197993.5,53.21,53.84,1
52.8,188029.3,53.23,53.55,2
52.71,162243.3,52.15,52.7823,1
52.47,272323.7,52.47,53.03,0
52.18,338104.7,53.45,53.63,2
53.63,297547.7,52.95,53.77,1
52.57,234229.8,53.51,53.7,2
53.74,215159.3,54.11,55,2
54.03,215802.8,54.72,55.284,2
54.65,139747.6,55.55,55.55,2
55.36,128976.7,54.76,55.49,1
54.77,222386.7,55.15,55.8485,2
55.31,128906.1,55.74,55.76,2
55.65,108888,55.25,55.81,1
55.2,215850,55.1,55.36,1
55.61,111331.8,55.12,55.61,1
55.4172,132218.7,55.11,55.478,1
54.45,83098.3,54.48,54.56,2
54.6,86797.3,54.63,54.8399,2
54.4,153248,54.08,54.4,1
54.03,235555.5,54,54.32,1
53.56,125503.5,53.36,53.6482,1
53.44,194123.2,53.14,53.76,1
52.66,119418.1,52.12,52.819,1
51.86,194190.7,51.6,52.18,1
52.1682,145168.3,53.4,53.43,2
53.59,148463.8,53.96,53.99,2
53.79,175405.9,54.04,54.2654,2
53.88,157481.5,53.09,54,1
52.89,138776.8,53.19,53.33,2
53.2331,176856.9,53.95,54.1099,2
54.05,187834.1,54.8,55.07,2
54.61,184423.5,54.64,54.779,2
54.29,124801.8,54.03,54.43,1
54.44,159391,54.58,54.65,2
54.36,206857.1,54.48,54.9,2
54.46,204077.5,53.79,54.51,1
53.62,168425.7,53.4,53.7901,1
53.36,120710.4,52.63,53.41,1
53.08,129121.4,53.14,53.32,2
53.04,222191.3,52.55,53.045,1
52.5,176017.2,52.12,52.66,1
51.98,141258.3,52.02,52.1,2
51.46,89739.3,50.88,51.55,1
50.81,91777.3,50.56,50.87,1
50.35,145998.3,50.32,50.62,1
50.56,199680.8,51.419,52.11,2
51.7,115396.6,51.72,51.77,2
52.2,109818,52.59,52.7124,2
52.24,201463.4,52.02,52.35,1
52.06,239865,51.98,52.3498,1
52.1,214405.6,52.2,52.58,2
52,200184.6,52.25,52.485,2
51.93,164423.5,51.4,52.07,1
50.98,98010,50.53,51.09,1
50.5,112547.3,49.67,50.6244,1
50.07,223671.6,49.7,50.2,1
49.548,203637.2,49.92,49.95,2
50.87,197559.8,51.32,51.36,2
51.34,165159.7,51.18,51.36,1
50.89,164674.1,50.31,51.3172,1
50.34,133490.7,50.84,50.85,2
51,135865,50.93,51.1454,1
51.12,146346.1,50.98,51.52,1
50.4118,128329.4,51,51.03,2
50.76,172651.1,50.95,50.9596,2
50.88,144829,50.45,50.95,1
50.69,276982.8,50.28,50.73,1
49.85,112269.9,49.78,50.15,1
49.77,205406.6,49.82,50.32,2
49.24,107459.4,49.11,49.37,1
49.48,151092,49.26,49.6,1
49.6,161968.3,49.35,49.61,1
49.39,163972.7,48.91,49.46,1
49.23,197262.7,48.1,49.3995,1
48.09,246077.6,47.74,48.3495,1
48.06,246396.9,48.22,48.26,2
47.85,195645.1,47.62,47.92,1
47.32,176147.3,47.29,47.42,1
47.3,176277.8,46.71,47.5,1
46.84,204199.2,46.1,46.96,1
45.48,393904.4,45.27,45.5,1
45.16,196499.8,44.32,45.21,1
44.14,150314.8,44.03,44.39,1
44.25,125574.1,44.44,44.58,2
44.16,317782,44.4,44.53,2
44.22,148629.5,45.07,45.1,2
45.15,187605.4,44.78,45.17,1
45.32,181279.8,45.89,45.89,2
46.54,215945.2,46.5,46.91,1
46.27,287159.9,46.61,46.75,2
46.58,167170.9,46.36,46.65,1
46.14,118137.2,46.05,46.35,1
46.23,184116.5,44.98,46.23,1
45.18,306944.3,45.3,45.6509,2
45.05,214200.2,45.14,45.28,2
45.05,263016.7,46,46.02,2
46.39,139476.2,46.72,46.8,2
46.22,223340.6,46.08,46.49,1
45.97,158589,46.01,46.36,2
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
,0,,,
