19,4,same,up,down
49,85,99,60,1
82,88,87,90,1
81,90,88,91,1
83,90,90,91,0
79,86,89,95,1
57,84,97,73,1
89,84,87,94,1
84,87,86,100,1
83,92,89,100,2
89,93,92,95,1
60,90,100,64,2
89,91,90,98,1
92,91,91,92,1
100,89,95,89,1
98,97,96,90,1
55,94,97,64,1
82,99,86,87,1
88,97,85,88,2
83,90,86,94,0
